"dia";"hora";"sanpedro/004/humidity";"sanpedro/004/temp_dry";"sanpedro/004/temp_wet"
"2013-04-26";"15:04:21";80;23.6;20.9
"2013-04-26";"15:04:16";81;23.5;20.9
"2013-04-26";"15:04:04";81;23.5;21
"2013-04-26";"15:03:58";81;23.6;21
"2013-04-26";"15:03:52";81;23.6;21.1
"2013-04-26";"15:03:35";81;23.7;21.1
"2013-04-26";"15:03:30";80;23.8;21.1
"2013-04-26";"15:03:01";79;23.9;21.1
"2013-04-26";"15:01:41";80;23.9;21.2
"2013-04-26";"15:01:36";80;23.8;21.1
"2013-04-26";"15:01:07";81;23.7;21.1
"2013-04-26";"15:00:39";81;23.8;21.2
"2013-04-26";"15:00:16";80;23.8;21.1
"2013-04-26";"15:00:04";79;23.9;21.1
"2013-04-26";"14:59:47";79;24;21.1
"2013-04-26";"14:59:36";79;23.9;21.1
"2013-04-26";"14:58:51";80;23.9;21.2
"2013-04-26";"14:58:45";79;24;21.2
"2013-04-26";"14:58:22";79;24.1;21.2
"2013-04-26";"14:58:16";79;24.2;21.3
"2013-04-26";"14:58:11";78;24.3;21.3
"2013-04-26";"14:58:05";78;24.4;21.4
"2013-04-26";"14:57:42";78;24.5;21.4
"2013-04-26";"14:57:02";77;24.6;21.4
"2013-04-26";"14:56:56";78;24.6;21.5
"2013-04-26";"14:56:51";78;24.5;21.5
"2013-04-26";"14:56:39";79;24.5;21.6
"2013-04-26";"14:56:33";80;24.5;21.6
"2013-04-26";"14:56:16";80;24.4;21.6
"2013-04-26";"14:56:11";79;24.4;21.5
"2013-04-26";"14:56:05";78;24.4;21.4
"2013-04-26";"14:55:59";79;24.3;21.4
"2013-04-26";"14:55:42";80;24.3;21.5
"2013-04-26";"14:55:36";79;24.3;21.4
"2013-04-26";"14:55:25";79;24.2;21.4
"2013-04-26";"14:55:07";80;24.2;21.5
"2013-04-26";"14:55:02";81;24.2;21.5
"2013-04-26";"14:54:45";81;24;21.5
"2013-04-26";"14:54:16";82;24;21.6
"2013-04-26";"14:53:59";82;23.9;21.5
"2013-04-26";"14:53:36";81;23.9;21.4
"2013-04-26";"14:53:30";81;23.9;21.3
"2013-04-26";"14:53:24";81;23.8;21.3
"2013-04-26";"14:53:07";81;23.7;21.2
"2013-04-26";"14:52:56";82;23.6;21.2
"2013-04-26";"14:52:27";82;23.5;21.1
"2013-04-26";"14:52:05";81;23.5;21
"2013-04-26";"14:51:53";81;23.5;20.9
"2013-04-26";"14:51:36";82;23.4;21
"2013-04-26";"14:51:25";82;23.3;20.9
"2013-04-26";"14:51:19";83;23.2;20.9
"2013-04-26";"14:51:13";82;23.2;20.8
"2013-04-26";"14:51:02";83;23.1;20.8
"2013-04-26";"14:50:50";83;23;20.8
"2013-04-26";"14:50:39";83;23.1;20.8
"2013-04-26";"14:50:33";82;23.2;20.8
"2013-04-26";"14:49:59";83;23.2;20.9
"2013-04-26";"14:49:47";82;23.3;20.9
"2013-04-26";"14:49:36";83;23.3;21
"2013-04-26";"14:49:30";83;23.3;21.1
"2013-04-26";"14:49:24";83;23.5;21.2
"2013-04-26";"14:49:13";82;23.6;21.2
"2013-04-26";"14:48:44";81;23.7;21.2
"2013-04-26";"14:48:33";82;23.6;21.2
"2013-04-26";"14:48:10";83;23.5;21.2
"2013-04-26";"14:47:59";82;23.6;21.2
"2013-04-26";"14:47:47";81;23.7;21.2
"2013-04-26";"14:47:42";82;23.6;21.2
"2013-04-26";"14:47:19";82;23.7;21.3
"2013-04-26";"14:47:07";81;23.8;21.3
"2013-04-26";"14:47:01";81;23.9;21.3
"2013-04-26";"14:46:50";80;24;21.3
"2013-04-26";"14:46:44";79;24;21.3
"2013-04-26";"14:46:33";79;24.1;21.3
"2013-04-26";"14:45:59";80;24.1;21.4
"2013-04-26";"14:45:42";79;24.2;21.4
"2013-04-26";"14:45:30";79;24.2;21.3
"2013-04-26";"14:45:24";79;24.3;21.4
"2013-04-26";"14:45:13";78;24.4;21.4
"2013-04-26";"14:44:56";79;24.3;21.4
"2013-04-26";"14:44:50";80;24.3;21.5
"2013-04-26";"14:44:44";79;24.4;21.5
"2013-04-26";"14:44:39";80;24.4;21.6
"2013-04-26";"14:44:33";79;24.5;21.6
"2013-04-26";"14:44:10";80;24.5;21.7
"2013-04-26";"14:43:42";80;24.6;21.8
"2013-04-26";"14:43:36";80;24.5;21.8
"2013-04-26";"14:43:07";81;24.4;21.8
"2013-04-26";"14:42:33";81;24.3;21.7
"2013-04-26";"14:42:16";80;24.3;21.6
"2013-04-26";"14:42:10";81;24.3;21.6
"2013-04-26";"14:42:04";80;24.2;21.6
"2013-04-26";"14:41:36";80;24.3;21.6
"2013-04-26";"14:41:19";81;24.3;21.7
"2013-04-26";"14:41:13";82;24.3;21.8
"2013-04-26";"14:41:01";81;24.4;21.8
"2013-04-26";"14:40:56";81;24.5;21.9
"2013-04-26";"14:40:50";80;24.6;21.9
"2013-04-26";"14:40:44";80;24.5;21.8
"2013-04-26";"14:40:33";80;24.6;21.8
"2013-04-26";"14:40:16";80;24.5;21.8
"2013-04-26";"14:40:10";80;24.6;21.9
"2013-04-26";"14:39:47";81;24.5;21.9
"2013-04-26";"14:39:24";80;24.6;21.9
"2013-04-26";"14:38:50";80;24.5;21.8
"2013-04-26";"14:38:33";80;24.6;21.8
"2013-04-26";"14:38:16";80;24.6;21.9
"2013-04-26";"14:38:04";81;24.5;21.9
"2013-04-26";"14:37:53";80;24.5;21.8
"2013-04-26";"14:37:47";81;24.4;21.8
"2013-04-26";"14:37:25";80;24.5;21.8
"2013-04-26";"14:37:13";81;24.4;21.8
"2013-04-26";"14:37:07";82;24.4;21.9
"2013-04-26";"14:36:56";81;24.4;21.8
"2013-04-26";"14:36:50";82;24.3;21.8
"2013-04-26";"14:36:27";82;24.3;21.9
"2013-04-26";"14:36:22";83;24.3;22
"2013-04-26";"14:36:04";82;24.4;22
"2013-04-26";"14:35:59";82;24.5;22
"2013-04-26";"14:35:42";82;24.5;22.1
"2013-04-26";"14:35:36";82;24.5;22
"2013-04-26";"14:35:24";82;24.4;22
"2013-04-26";"14:34:56";83;24.3;22
"2013-04-26";"14:34:45";83;24.4;22.1
"2013-04-26";"14:34:28";82;24.4;22
"2013-04-26";"14:34:16";82;24.5;22
"2013-04-26";"14:33:53";82;24.6;22.1
"2013-04-26";"14:33:25";81;24.7;22.1
"2013-04-26";"14:33:19";82;24.7;22.1
"2013-04-26";"14:33:08";81;24.6;22
"2013-04-26";"14:33:02";82;24.5;22
"2013-04-26";"14:32:56";81;24.5;21.9
"2013-04-26";"14:32:45";81;24.4;21.8
"2013-04-26";"14:32:33";81;24.3;21.7
"2013-04-26";"14:32:16";81;24.2;21.6
"2013-04-26";"14:31:59";80;24.2;21.5
"2013-04-26";"14:31:43";80;24.1;21.4
"2013-04-26";"14:31:37";81;24.1;21.5
"2013-04-26";"14:31:25";81;24.1;21.6
"2013-04-26";"14:31:19";81;24.1;21.5
"2013-04-26";"14:31:08";80;24.2;21.5
"2013-04-26";"14:30:28";81;24.2;21.6
"2013-04-26";"14:30:11";81;24.1;21.5
"2013-04-26";"14:30:00";80;24.1;21.4
"2013-04-26";"14:29:54";81;24.1;21.5
"2013-04-26";"14:29:43";80;24.3;21.5
"2013-04-26";"14:29:31";80;24.3;21.6
"2013-04-26";"14:29:08";80;24.4;21.7
"2013-04-26";"14:28:57";81;24.4;21.8
"2013-04-26";"14:28:40";80;24.5;21.8
"2013-04-26";"14:28:22";81;24.4;21.8
"2013-04-26";"14:28:17";80;24.4;21.7
"2013-04-26";"14:28:00";80;24.3;21.6
"2013-04-26";"14:27:25";81;24.3;21.7
"2013-04-26";"14:27:08";82;24.3;21.8
"2013-04-26";"14:26:57";81;24.4;21.8
"2013-04-26";"14:26:29";82;24.4;21.9
"2013-04-26";"14:26:23";82;24.3;21.9
"2013-04-26";"14:25:54";82;24.3;21.8
"2013-04-26";"14:25:48";81;24.4;21.8
"2013-04-26";"14:25:37";82;24.3;21.8
"2013-04-26";"14:25:25";80;24.4;21.7
"2013-04-26";"14:25:14";80;24.5;21.8
"2013-04-26";"14:25:03";81;24.4;21.8
"2013-04-26";"14:24:57";80;24.4;21.7
"2013-04-26";"14:24:51";80;24.5;21.7
"2013-04-26";"14:24:34";80;24.6;21.8
"2013-04-26";"14:24:23";79;24.7;21.8
"2013-04-26";"14:24:17";78;24.8;21.8
"2013-04-26";"14:24:11";79;24.7;21.8
"2013-04-26";"14:23:54";80;24.6;21.8
"2013-04-26";"14:23:48";80;24.5;21.8
"2013-04-26";"14:23:42";80;24.4;21.7
"2013-04-26";"14:23:37";81;24.4;21.8
"2013-04-26";"14:23:19";80;24.5;21.8
"2013-04-26";"14:23:14";80;24.6;21.9
"2013-04-26";"14:23:08";80;24.7;22
"2013-04-26";"14:23:02";80;24.8;22
"2013-04-26";"14:22:39";80;24.8;22.1
"2013-04-26";"14:22:33";79;24.9;22
"2013-04-26";"14:22:22";80;24.8;22
"2013-04-26";"14:22:16";80;24.7;22
"2013-04-26";"14:22:11";80;24.7;21.9
"2013-04-26";"14:21:59";80;24.6;21.9
"2013-04-26";"14:21:48";81;24.5;21.9
"2013-04-26";"14:21:42";81;24.4;21.8
"2013-04-26";"14:21:19";80;24.5;21.8
"2013-04-26";"14:21:02";80;24.6;21.8
"2013-04-26";"14:20:51";79;24.7;21.8
"2013-04-26";"14:20:17";78;24.8;21.8
"2013-04-26";"14:20:11";78;24.9;21.8
"2013-04-26";"14:20:06";;;
"2013-04-26";"14:19:48";76;25;21.7
"2013-04-26";"14:19:42";77;25.1;21.8
"2013-04-26";"14:19:25";75;25.2;21.7
"2013-04-26";"14:19:08";76;25.2;21.8
"2013-04-26";"14:18:56";77;25.2;21.9
"2013-04-26";"14:18:17";76;25.2;21.8
"2013-04-26";"14:18:11";76;25.3;21.8
"2013-04-26";"14:18:05";77;25.3;22
"2013-04-26";"14:17:48";76;25.4;22
"2013-04-26";"14:17:42";77;25.5;22.2
"2013-04-26";"14:17:36";77;25.5;22.3
"2013-04-26";"14:17:19";77;25.6;22.4
"2013-04-26";"14:17:08";78;25.6;22.5
"2013-04-26";"14:16:45";79;25.5;22.5
"2013-04-26";"14:16:39";79;25.4;22.5
"2013-04-26";"14:16:28";79;25.3;22.4
"2013-04-26";"14:16:11";79;25.3;22.3
"2013-04-26";"14:16:00";78;25.3;22.2
"2013-04-26";"14:15:42";79;25.3;22.3
"2013-04-26";"14:15:31";79;25.2;22.3
"2013-04-26";"14:15:03";78;25.2;22.2
"2013-04-26";"14:14:34";79;25.1;22.2
"2013-04-26";"14:14:00";78;25.2;22.2
"2013-04-26";"14:13:48";79;25.2;22.3
"2013-04-26";"14:13:37";80;25.2;22.4
"2013-04-26";"14:13:31";81;25.2;22.5
"2013-04-26";"14:13:20";80;25.3;22.5
"2013-04-26";"14:13:14";79;25.4;22.5
"2013-04-26";"14:13:08";80;25.4;22.6
"2013-04-26";"14:12:40";79;25.5;22.6
"2013-04-26";"14:12:28";80;25.5;22.7
"2013-04-26";"14:12:23";79;25.6;22.7
"2013-04-26";"14:12:11";79;25.7;22.7
"2013-04-26";"14:12:00";78;25.7;22.6
"2013-04-26";"14:11:54";77;25.7;22.5
"2013-04-26";"14:11:43";78;25.6;22.5
"2013-04-26";"14:11:31";77;25.6;22.4
"2013-04-26";"14:11:25";78;25.6;22.5
"2013-04-26";"14:11:14";77;25.6;22.4
"2013-04-26";"14:10:40";78;25.5;22.4
"2013-04-26";"14:10:00";77;25.5;22.3
"2013-04-26";"14:09:48";78;25.5;22.4
"2013-04-26";"14:09:37";78;25.6;22.5
"2013-04-26";"14:09:25";78;25.7;22.6
"2013-04-26";"14:09:20";78;25.6;22.5
"2013-04-26";"14:08:45";79;25.5;22.5
"2013-04-26";"14:08:40";79;25.4;22.4
"2013-04-26";"14:08:34";79;25.3;22.3
"2013-04-26";"14:08:28";78;25.3;22.3
"2013-04-26";"14:08:22";78;25.3;22.2
"2013-04-26";"14:08:05";79;25.3;22.3
"2013-04-26";"14:07:08";79;25.3;22.4
"2013-04-26";"14:07:03";78;25.5;22.4
"2013-04-26";"14:06:51";79;25.5;22.5
"2013-04-26";"14:06:45";78;25.6;22.5
"2013-04-26";"14:06:28";79;25.5;22.5
"2013-04-26";"14:06:23";79;25.5;22.6
"2013-04-26";"14:06:17";79;25.6;22.6
"2013-04-26";"14:06:05";78;25.7;22.6
"2013-04-26";"14:05:37";79;25.6;22.6
"2013-04-26";"14:05:09";79;25.5;22.5
"2013-04-26";"14:04:57";79;25.4;22.5
"2013-04-26";"14:04:40";80;25.3;22.5
"2013-04-26";"14:04:28";81;25.2;22.5
"2013-04-26";"14:04:23";81;25.1;22.5
"2013-04-26";"14:04:12";;;
"2013-04-26";"14:04:11";81;25;22.4
"2013-04-26";"14:04:06";82;24.9;22.4
"2013-04-26";"14:03:09";82;24.8;22.4
"2013-04-26";"14:02:52";82;24.9;22.4
"2013-04-26";"14:02:46";;;
"2013-04-26";"14:02:40";81;25;22.4
"2013-04-26";"14:02:35";;;
"2013-04-26";"14:02:34";80;25;22.3
"2013-04-26";"14:02:29";81;24.9;22.3
"2013-04-26";"14:02:11";82;24.8;22.3
"2013-04-26";"14:02:06";81;24.9;22.3
"2013-04-26";"14:02:00";;;
"2013-04-26";"14:01:49";80;25;22.3
"2013-04-26";"14:01:26";80;25.1;22.3
"2013-04-26";"14:00:57";80;25;22.3
"2013-04-26";"14:00:52";81;25;22.4
"2013-04-26";"14:00:40";82;24.9;22.4
"2013-04-26";"14:00:28";82;24.8;22.4
"2013-04-26";"14:00:23";82;24.9;22.4
"2013-04-26";"14:00:17";81;24.9;22.3
"2013-04-26";"14:00:11";82;24.8;22.3
"2013-04-26";"14:00:05";82;24.7;22.2
"2013-04-26";"14:00:00";82;24.6;22.1
"2013-04-26";"13:59:54";81;24.6;22
"2013-04-26";"13:59:48";81;24.5;21.9
"2013-04-26";"13:59:42";82;24.4;21.9
"2013-04-26";"13:59:37";81;24.4;21.8
"2013-04-26";"13:59:20";81;24.3;21.7
"2013-04-26";"13:59:03";80;24.3;21.6
"2013-04-26";"13:58:46";80;24.4;21.6
"2013-04-26";"13:58:17";80;24.4;21.7
"2013-04-26";"13:58:06";81;24.4;21.8
"2013-04-26";"13:58:00";80;24.5;21.8
"2013-04-26";"13:57:54";80;24.6;21.9
"2013-04-26";"13:57:49";81;24.6;22
"2013-04-26";"13:57:32";80;24.7;22
"2013-04-26";"13:57:03";81;24.6;22
"2013-04-26";"13:56:58";80;24.6;21.9
"2013-04-26";"13:56:29";81;24.5;21.9
"2013-04-26";"13:56:24";82;24.5;22
"2013-04-26";"13:55:32";81;24.6;22
"2013-04-26";"13:55:27";81;24.7;22.1
"2013-04-26";"13:55:21";81;24.8;22.2
"2013-04-26";"13:55:15";80;24.9;22.2
"2013-04-26";"13:55:10";;;
"2013-04-26";"13:55:04";80;25;22.2
"2013-04-26";"13:54:58";80;25.1;22.3
"2013-04-26";"13:54:46";80;25.2;22.4
"2013-04-26";"13:54:35";79;25.4;22.4
"2013-04-26";"13:53:49";78;25.5;22.4
"2013-04-26";"13:53:44";77;25.6;22.4
"2013-04-26";"13:53:38";77;25.7;22.4
"2013-04-26";"13:53:32";76;25.8;22.4
"2013-04-26";"13:53:26";77;25.7;22.4
"2013-04-26";"13:53:15";76;25.7;22.3
"2013-04-26";"13:53:09";75;25.7;22.2
"2013-04-26";"13:52:52";75;25.6;22.1
"2013-04-26";"13:52:47";;;
"2013-04-26";"13:52:46";75;25.7;22.1
"2013-04-26";"13:52:40";74;25.8;22.1
"2013-04-26";"13:52:35";74;25.9;22.2
"2013-04-26";"13:52:29";74;26;22.3
"2013-04-26";"13:52:12";74;26.1;22.4
"2013-04-26";"13:52:06";;;
"2013-04-26";"13:51:55";75;26.1;22.5
"2013-04-26";"13:51:43";75;26;22.4
"2013-04-26";"13:51:37";76;26;22.4
"2013-04-26";"13:50:46";75;25.9;22.3
"2013-04-26";"13:50:40";76;25.8;22.3
"2013-04-26";"13:50:23";76;25.7;22.3
"2013-04-26";"13:50:17";77;25.6;22.3
"2013-04-26";"13:50:00";77;25.5;22.3
"2013-04-26";"13:49:54";78;25.4;22.3
"2013-04-26";"13:49:49";78;25.3;22.2
"2013-04-26";"13:49:20";78;25.2;22.2
"2013-04-26";"13:48:57";79;25.1;22.2
"2013-04-26";"13:48:46";80;25;22.2
"2013-04-26";"13:48:23";79;25.1;22.2
"2013-04-26";"13:48:17";78;25.1;22.2
"2013-04-26";"13:47:38";78;25.2;22.2
"2013-04-26";"13:47:26";79;25.2;22.3
"2013-04-26";"13:46:52";79;25.3;22.3
"2013-04-26";"13:46:46";79;25.3;22.4
"2013-04-26";"13:46:40";79;25.3;22.3
"2013-04-26";"13:46:35";79;25.2;22.3
"2013-04-26";"13:46:23";80;25.1;22.3
"2013-04-26";"13:46:17";79;25.1;22.2
"2013-04-26";"13:46:12";80;25;22.2
"2013-04-26";"13:46:06";80;24.9;22.2
"2013-04-26";"13:46:00";80;24.9;22.1
"2013-04-26";"13:45:54";80;24.8;22
"2013-04-26";"13:45:43";80;24.7;22
"2013-04-26";"13:45:37";80;24.6;21.9
"2013-04-26";"13:45:31";81;24.6;22
"2013-04-26";"13:45:25";82;24.6;22
"2013-04-26";"13:44:52";82;24.5;22
"2013-04-26";"13:44:40";81;24.6;22
"2013-04-26";"13:44:34";81;24.7;22.1
"2013-04-26";"13:44:23";80;24.8;22.1
"2013-04-26";"13:44:17";80;24.9;22.1
"2013-04-26";"13:44:12";;;
"2013-04-26";"13:44:11";80;25;22.2
"2013-04-26";"13:44:05";79;25.1;22.2
"2013-04-26";"13:43:42";78;25.2;22.2
"2013-04-26";"13:43:20";78;25.2;22.1
"2013-04-26";"13:43:08";78;25.1;22.1
"2013-04-26";"13:42:51";78;25.2;22.2
"2013-04-26";"13:42:40";79;25.2;22.3
"2013-04-26";"13:42:28";79;25.3;22.3
"2013-04-26";"13:41:48";79;25.2;22.3
"2013-04-26";"13:41:42";79;25.3;22.3
"2013-04-26";"13:41:14";78;25.4;22.3
"2013-04-26";"13:41:03";79;25.4;22.4
"2013-04-26";"13:40:57";78;25.5;22.4
"2013-04-26";"13:40:40";79;25.5;22.5
"2013-04-26";"13:40:34";79;25.5;22.6
"2013-04-26";"13:40:28";79;25.6;22.6
"2013-04-26";"13:40:17";78;25.7;22.6
"2013-04-26";"13:40:11";77;25.8;22.6
"2013-04-26";"13:39:25";78;25.8;22.7
"2013-04-26";"13:39:14";78;25.9;22.8
"2013-04-26";"13:39:08";78;26;22.8
"2013-04-26";"13:39:02";78;26.1;22.9
"2013-04-26";"13:38:57";77;26.1;22.9
"2013-04-26";"13:38:45";76;26.3;22.9
"2013-04-26";"13:38:34";76;26.4;22.9
"2013-04-26";"13:38:22";75;26.5;22.9
"2013-04-26";"13:38:17";;;
"2013-04-26";"13:38:16";75;26.5;22.8
"2013-04-26";"13:38:10";74;26.5;22.7
"2013-04-26";"13:38:05";73;26.4;22.6
"2013-04-26";"13:37:53";73;26.5;22.5
"2013-04-26";"13:37:47";73;26.6;22.6
"2013-04-26";"13:37:42";73;26.6;22.7
"2013-04-26";"13:37:36";73;26.8;22.8
"2013-04-26";"13:37:30";73;26.9;22.9
"2013-04-26";"13:37:24";74;27;23.1
"2013-04-26";"13:37:19";74;27.2;23.3
"2013-04-26";"13:37:07";74;27.3;23.4
"2013-04-26";"13:37:01";74;27.4;23.6
"2013-04-26";"13:36:56";75;27.4;23.7
"2013-04-26";"13:36:50";75;27.5;23.8
"2013-04-26";"13:36:39";76;27.5;23.9
"2013-04-26";"13:36:27";75;27.5;23.8
"2013-04-26";"13:36:21";76;27.4;23.8
"2013-04-26";"13:36:15";75;27.4;23.7
"2013-04-26";"13:36:10";75;27.3;23.6
"2013-04-26";"13:35:58";74;27.3;23.4
"2013-04-26";"13:35:47";74;27.2;23.3
"2013-04-26";"13:35:41";74;27.1;23.3
"2013-04-26";"13:35:36";;;
"2013-04-26";"13:35:30";75;27;23.3
"2013-04-26";"13:35:18";74;27;23.2
"2013-04-26";"13:35:07";74;27;23.1
"2013-04-26";"13:34:49";74;27;23.2
"2013-04-26";"13:34:44";;;
"2013-04-26";"13:34:38";75;26.9;23.2
"2013-04-26";"13:34:32";75;26.8;23.2
"2013-04-26";"13:34:15";75;26.8;23.1
"2013-04-26";"13:34:09";74;27;23.1
"2013-04-26";"13:33:52";74;27;23.2
"2013-04-26";"13:33:47";;;
"2013-04-26";"13:33:46";75;26.9;23.2
"2013-04-26";"13:33:30";;;
"2013-04-26";"13:33:29";75;26.8;23.1
"2013-04-26";"13:33:23";74;26.8;23
"2013-04-26";"13:33:18";75;26.7;23
"2013-04-26";"13:33:00";75;26.6;22.9
"2013-04-26";"13:32:55";75;26.5;22.9
"2013-04-26";"13:32:43";75;26.4;22.8
"2013-04-26";"13:32:32";75;26.3;22.7
"2013-04-26";"13:32:26";74;26.3;22.6
"2013-04-26";"13:32:21";;;
"2013-04-26";"13:32:20";75;26.2;22.5
"2013-04-26";"13:32:14";74;26.1;22.4
"2013-04-26";"13:32:09";73;26.1;22.2
"2013-04-26";"13:32:03";73;26;22.1
"2013-04-26";"13:31:57";73;25.9;22.1
"2013-04-26";"13:31:51";73;25.8;21.9
"2013-04-26";"13:31:46";73;25.7;21.8
"2013-04-26";"13:31:40";73;25.6;21.7
"2013-04-26";"13:31:34";72;25.6;21.6
"2013-04-26";"13:31:28";72;25.5;21.5
"2013-04-26";"13:31:23";71;25.5;21.3
"2013-04-26";"13:31:06";71;25.4;21.2
"2013-04-26";"13:31:00";70;25.5;21.2
"2013-04-26";"13:30:54";70;25.6;21.2
"2013-04-26";"13:30:48";70;25.7;21.3
"2013-04-26";"13:30:43";69;25.9;21.4
"2013-04-26";"13:30:37";70;26;21.6
"2013-04-26";"13:30:31";70;26.2;21.7
"2013-04-26";"13:30:25";70;26.4;21.9
"2013-04-26";"13:30:20";70;26.6;22.1
"2013-04-26";"13:30:14";70;26.7;22.2
"2013-04-26";"13:30:08";70;26.8;22.3
"2013-04-26";"13:30:02";69;27;22.4
"2013-04-26";"13:29:56";69;27.1;22.6
"2013-04-26";"13:29:51";70;27.2;22.7
"2013-04-26";"13:29:45";70;27.3;22.7
"2013-04-26";"13:29:39";70;27.4;22.8
"2013-04-26";"13:29:33";70;27.4;22.9
"2013-04-26";"13:29:27";70;27.5;23
"2013-04-26";"13:29:22";70;27.6;23.1
"2013-04-26";"13:29:16";71;27.7;23.3
"2013-04-26";"13:29:04";71;27.7;23.4
"2013-04-26";"13:28:59";72;27.7;23.5
"2013-04-26";"13:28:47";73;27.7;23.6
"2013-04-26";"13:28:42";73;27.7;23.7
"2013-04-26";"13:28:36";74;27.7;23.8
"2013-04-26";"13:28:30";74;27.6;23.8
"2013-04-26";"13:28:25";;;
"2013-04-26";"13:28:18";75;27.5;23.8
"2013-04-26";"13:28:13";76;27.4;23.8
"2013-04-26";"13:28:07";76;27.3;23.7
"2013-04-26";"13:27:55";75;27.3;23.6
"2013-04-26";"13:27:50";75;27.2;23.6
"2013-04-26";"13:27:44";75;27.2;23.5
"2013-04-26";"13:27:27";74;27.2;23.4
"2013-04-26";"13:27:15";74;27.3;23.4
"2013-04-26";"13:26:58";73;27.3;23.3
"2013-04-26";"13:26:52";72;27.3;23.2
"2013-04-26";"13:26:29";72;27.2;23.1
"2013-04-26";"13:26:24";73;27.2;23.2
"2013-04-26";"13:26:18";74;27.2;23.3
"2013-04-26";"13:26:12";74;27.2;23.4
"2013-04-26";"13:26:06";74;27.2;23.3
"2013-04-26";"13:25:55";74;27.1;23.3
"2013-04-26";"13:25:50";;;
"2013-04-26";"13:25:43";75;27;23.3
"2013-04-26";"13:25:38";75;27;23.4
"2013-04-26";"13:25:32";76;26.9;23.4
"2013-04-26";"13:25:20";77;26.8;23.4
"2013-04-26";"13:25:14";77;26.7;23.3
"2013-04-26";"13:24:35";76;26.8;23.3
"2013-04-26";"13:24:29";75;26.8;23.2
"2013-04-26";"13:24:23";75;26.7;23.1
"2013-04-26";"13:24:17";76;26.6;23.1
"2013-04-26";"13:24:00";75;26.6;23
"2013-04-26";"13:23:54";76;26.6;23.1
"2013-04-26";"13:23:49";75;26.6;23.1
"2013-04-26";"13:23:31";75;26.7;23
"2013-04-26";"13:23:20";75;26.6;23
"2013-04-26";"13:23:14";76;26.5;23
"2013-04-26";"13:23:03";76;26.5;23.1
"2013-04-26";"13:22:57";77;26.4;23.1
"2013-04-26";"13:22:46";76;26.4;23
"2013-04-26";"13:22:40";76;26.4;22.9
"2013-04-26";"13:22:34";75;26.4;22.9
"2013-04-26";"13:22:28";76;26.5;23
"2013-04-26";"13:22:17";76;26.4;22.9
"2013-04-26";"13:22:11";76;26.4;23
"2013-04-26";"13:21:54";76;26.5;23
"2013-04-26";"13:21:48";76;26.5;23.1
"2013-04-26";"13:21:08";77;26.4;23.1
"2013-04-26";"13:21:02";78;26.4;23.2
"2013-04-26";"13:20:51";77;26.5;23.2
"2013-04-26";"13:20:45";77;26.6;23.2
"2013-04-26";"13:20:39";77;26.5;23.2
"2013-04-26";"13:20:33";77;26.4;23.1
"2013-04-26";"13:20:28";77;26.3;23
"2013-04-26";"13:20:22";77;26.2;22.9
"2013-04-26";"13:20:10";77;26.1;22.8
"2013-04-26";"13:20:05";76;26.1;22.7
"2013-04-26";"13:19:59";77;26;22.7
"2013-04-26";"13:19:53";76;26;22.6
"2013-04-26";"13:19:47";77;25.9;22.6
"2013-04-26";"13:19:41";76;25.9;22.5
"2013-04-26";"13:19:36";77;25.8;22.5
"2013-04-26";"13:19:30";77;25.7;22.4
"2013-04-26";"13:19:24";77;25.6;22.3
"2013-04-26";"13:19:18";77;25.6;22.2
"2013-04-26";"13:19:13";76;25.5;22.1
"2013-04-26";"13:19:01";77;25.5;22.2
"2013-04-26";"13:18:50";78;25.4;22.3
"2013-04-26";"13:18:38";79;25.3;22.3
"2013-04-26";"13:18:33";79;25.2;22.3
"2013-04-26";"13:18:27";78;25.2;22.2
"2013-04-26";"13:18:15";79;25.2;22.3
"2013-04-26";"13:18:10";80;25.2;22.4
"2013-04-26";"13:18:04";79;25.3;22.4
"2013-04-26";"13:17:47";80;25.3;22.5
"2013-04-26";"13:17:29";79;25.3;22.4
"2013-04-26";"13:17:12";79;25.3;22.3
"2013-04-26";"13:17:06";78;25.4;22.3
"2013-04-26";"13:16:55";77;25.5;22.2
"2013-04-26";"13:16:38";76;25.5;22.1
"2013-04-26";"13:16:27";75;25.5;22
"2013-04-26";"13:16:22";;;
"2013-04-26";"13:16:21";75;25.5;21.9
"2013-04-26";"13:16:04";74;25.5;21.8
"2013-04-26";"13:15:59";;;
"2013-04-26";"13:15:58";75;25.5;21.9
"2013-04-26";"13:15:41";74;25.7;22
"2013-04-26";"13:15:30";74;25.8;22.1
"2013-04-26";"13:15:24";74;25.8;22.2
"2013-04-26";"13:15:01";74;25.9;22.2
"2013-04-26";"13:14:49";74;26;22.2
"2013-04-26";"13:14:44";74;26;22.3
"2013-04-26";"13:14:32";74;26.1;22.4
"2013-04-26";"13:14:27";;;
"2013-04-26";"13:14:26";75;26.1;22.5
"2013-04-26";"13:14:21";75;26.3;22.6
"2013-04-26";"13:14:15";76;26.3;22.8
"2013-04-26";"13:14:03";76;26.4;23
"2013-04-26";"13:13:58";76;26.4;22.9
"2013-04-26";"13:13:52";76;26.3;22.8
"2013-04-26";"13:13:40";76;26.2;22.7
"2013-04-26";"13:13:35";76;26.1;22.6
"2013-04-26";"13:13:18";;;
"2013-04-26";"13:13:17";75;26.1;22.5
"2013-04-26";"13:13:12";74;26;22.3
"2013-04-26";"13:13:00";74;25.9;22.2
