"inicio";"fin";"humidity (valentina 003)";"std";"min";"max";"temp_dry (valentina 003)";"std";"min";"max";"temp_wet (valentina 003)";"std";"min";"max"
"2012-06-04 00:00:00";"2012-06-05 00:00:00";;;;;;;;;;;;
"2012-06-05 00:00:00";"2012-06-06 00:00:00";;;;;;;;;;;;
"2012-06-06 00:00:00";"2012-06-07 00:00:00";;;;;;;;;;;;
"2012-06-07 00:00:00";"2012-06-08 00:00:00";;;;;;;;;;;;
"2012-06-08 00:00:00";"2012-06-09 00:00:00";;;;;;;;;;;;
"2012-06-09 00:00:00";"2012-06-10 00:00:00";;;;;;;;;;;;
"2012-06-10 00:00:00";"2012-06-11 00:00:00";;;;;;;;;;;;
"2012-06-11 00:00:00";"2012-06-12 00:00:00";;;;;;;;;;;;
"2012-06-12 00:00:00";"2012-06-13 00:00:00";;;;;;;;;;;;
"2012-06-13 00:00:00";"2012-06-14 00:00:00";;;;;;;;;;;;
"2012-06-14 00:00:00";"2012-06-15 00:00:00";;;;;;;;;;;;
"2012-06-15 00:00:00";"2012-06-16 00:00:00";;;;;;;;;;;;
"2012-06-16 00:00:00";"2012-06-17 00:00:00";;;;;;;;;;;;
"2012-06-17 00:00:00";"2012-06-18 00:00:00";;;;;;;;;;;;
"2012-06-18 00:00:00";"2012-06-19 00:00:00";;;;;;;;;;;;
"2012-06-19 00:00:00";"2012-06-20 00:00:00";;;;;;;;;;;;
"2012-06-20 00:00:00";"2012-06-21 00:00:00";;;;;;;;;;;;
"2012-06-21 00:00:00";"2012-06-22 00:00:00";;;;;;;;;;;;
"2012-06-22 00:00:00";"2012-06-23 00:00:00";;;;;;;;;;;;
"2012-06-23 00:00:00";"2012-06-24 00:00:00";;;;;;;;;;;;
"2012-06-24 00:00:00";"2012-06-25 00:00:00";;;;;;;;;;;;
"2012-06-25 00:00:00";"2012-06-26 00:00:00";;;;;;;;;;;;
"2012-06-26 00:00:00";"2012-06-27 00:00:00";;;;;;;;;;;;
"2012-06-27 00:00:00";"2012-06-28 00:00:00";;;;;;;;;;;;
"2012-06-28 00:00:00";"2012-06-29 00:00:00";;;;;;;;;;;;
"2012-06-29 00:00:00";"2012-06-30 00:00:00";;;;;;;;;;;;
"2012-06-30 00:00:00";"2012-07-01 00:00:00";;;;;;;;;;;;
"2012-07-01 00:00:00";"2012-07-02 00:00:00";;;;;;;;;;;;
"2012-07-02 00:00:00";"2012-07-03 00:00:00";;;;;;;;;;;;
"2012-07-03 00:00:00";"2012-07-04 00:00:00";;;;;;;;;;;;
"2012-07-04 00:00:00";"2012-07-05 00:00:00";;;;;;;;;;;;
"2012-07-05 00:00:00";"2012-07-06 00:00:00";;;;;;;;;;;;
"2012-07-06 00:00:00";"2012-07-07 00:00:00";;;;;;;;;;;;
"2012-07-07 00:00:00";"2012-07-08 00:00:00";;;;;;;;;;;;
"2012-07-08 00:00:00";"2012-07-09 00:00:00";;;;;;;;;;;;
"2012-07-09 00:00:00";"2012-07-10 00:00:00";;;;;;;;;;;;
"2012-07-10 00:00:00";"2012-07-11 00:00:00";;;;;;;;;;;;
"2012-07-11 00:00:00";"2012-07-12 00:00:00";;;;;;;;;;;;
"2012-07-12 00:00:00";"2012-07-13 00:00:00";;;;;;;;;;;;
"2012-07-13 00:00:00";"2012-07-14 00:00:00";;;;;;;;;;;;
"2012-07-14 00:00:00";"2012-07-15 00:00:00";;;;;;;;;;;;
"2012-07-15 00:00:00";"2012-07-16 00:00:00";;;;;;;;;;;;
"2012-07-16 00:00:00";"2012-07-17 00:00:00";;;;;;;;;;;;
"2012-07-17 00:00:00";"2012-07-18 00:00:00";;;;;;;;;;;;
"2012-07-18 00:00:00";"2012-07-19 00:00:00";;;;;;;;;;;;
"2012-07-19 00:00:00";"2012-07-20 00:00:00";;;;;;;;;;;;
"2012-07-20 00:00:00";"2012-07-21 00:00:00";;;;;;;;;;;;
"2012-07-21 00:00:00";"2012-07-22 00:00:00";;;;;;;;;;;;
"2012-07-22 00:00:00";"2012-07-23 00:00:00";;;;;;;;;;;;
"2012-07-23 00:00:00";"2012-07-24 00:00:00";;;;;;;;;;;;
"2012-07-24 00:00:00";"2012-07-25 00:00:00";;;;;;;;;;;;
"2012-07-25 00:00:00";"2012-07-26 00:00:00";;;;;;;;;;;;
"2012-07-26 00:00:00";"2012-07-27 00:00:00";;;;;;;;;;;;
"2012-07-27 00:00:00";"2012-07-28 00:00:00";;;;;;;;;;;;
"2012-07-28 00:00:00";"2012-07-29 00:00:00";;;;;;;;;;;;
"2012-07-29 00:00:00";"2012-07-30 00:00:00";;;;;;;;;;;;
"2012-07-30 00:00:00";"2012-07-31 00:00:00";;;;;;;;;;;;
"2012-07-31 00:00:00";"2012-08-01 00:00:00";;;;;;;;;;;;
"2012-08-01 00:00:00";"2012-08-02 00:00:00";;;;;;;;;;;;
"2012-08-02 00:00:00";"2012-08-03 00:00:00";;;;;;;;;;;;
"2012-08-03 00:00:00";"2012-08-04 00:00:00";;;;;;;;;;;;
"2012-08-04 00:00:00";"2012-08-05 00:00:00";;;;;;;;;;;;
"2012-08-05 00:00:00";"2012-08-06 00:00:00";;;;;;;;;;;;
"2012-08-06 00:00:00";"2012-08-07 00:00:00";;;;;;;;;;;;
"2012-08-07 00:00:00";"2012-08-08 00:00:00";;;;;;;;;;;;
"2012-08-08 00:00:00";"2012-08-09 00:00:00";;;;;;;;;;;;
"2012-08-09 00:00:00";"2012-08-10 00:00:00";;;;;;;;;;;;
"2012-08-10 00:00:00";"2012-08-11 00:00:00";;;;;;;;;;;;
"2012-08-11 00:00:00";"2012-08-12 00:00:00";;;;;;;;;;;;
"2012-08-12 00:00:00";"2012-08-13 00:00:00";;;;;;;;;;;;
"2012-08-13 00:00:00";"2012-08-14 00:00:00";;;;;;;;;;;;
"2012-08-14 00:00:00";"2012-08-15 00:00:00";;;;;;;;;;;;
"2012-08-15 00:00:00";"2012-08-16 00:00:00";;;;;;;;;;;;
"2012-08-16 00:00:00";"2012-08-17 00:00:00";;;;;;;;;;;;
"2012-08-17 00:00:00";"2012-08-18 00:00:00";;;;;;;;;;;;
"2012-08-18 00:00:00";"2012-08-19 00:00:00";;;;;;;;;;;;
"2012-08-19 00:00:00";"2012-08-20 00:00:00";;;;;;;;;;;;
"2012-08-20 00:00:00";"2012-08-21 00:00:00";;;;;;;;;;;;
"2012-08-21 00:00:00";"2012-08-22 00:00:00";;;;;;;;;;;;
"2012-08-22 00:00:00";"2012-08-23 00:00:00";;;;;;;;;;;;
"2012-08-23 00:00:00";"2012-08-24 00:00:00";;;;;;;;;;;;
"2012-08-24 00:00:00";"2012-08-25 00:00:00";;;;;;;;;;;;
"2012-08-25 00:00:00";"2012-08-26 00:00:00";;;;;;;;;;;;
"2012-08-26 00:00:00";"2012-08-27 00:00:00";;;;;;;;;;;;
"2012-08-27 00:00:00";"2012-08-28 00:00:00";;;;;;;;;;;;
"2012-08-28 00:00:00";"2012-08-29 00:00:00";;;;;;;;;;;;
"2012-08-29 00:00:00";"2012-08-30 00:00:00";;;;;;;;;;;;
"2012-08-30 00:00:00";"2012-08-31 00:00:00";;;;;;;;;;;;
"2012-08-31 00:00:00";"2012-09-01 00:00:00";;;;;;;;;;;;
"2012-09-01 00:00:00";"2012-09-02 00:00:00";;;;;;;;;;;;
"2012-09-02 00:00:00";"2012-09-03 00:00:00";;;;;;;;;;;;
"2012-09-03 00:00:00";"2012-09-04 00:00:00";;;;;;;;;;;;
"2012-09-04 00:00:00";"2012-09-05 00:00:00";;;;;;;;;;;;
"2012-09-05 00:00:00";"2012-09-06 00:00:00";;;;;;;;;;;;
"2012-09-06 00:00:00";"2012-09-07 00:00:00";;;;;;;;;;;;
"2012-09-07 00:00:00";"2012-09-08 00:00:00";;;;;;;;;;;;
"2012-09-08 00:00:00";"2012-09-09 00:00:00";;;;;;;;;;;;
"2012-09-09 00:00:00";"2012-09-10 00:00:00";;;;;;;;;;;;
"2012-09-10 00:00:00";"2012-09-11 00:00:00";;;;;;;;;;;;
"2012-09-11 00:00:00";"2012-09-12 00:00:00";;;;;;;;;;;;
"2012-09-12 00:00:00";"2012-09-13 00:00:00";;;;;;;;;;;;
"2012-09-13 00:00:00";"2012-09-14 00:00:00";;;;;;;;;;;;
"2012-09-14 00:00:00";"2012-09-15 00:00:00";;;;;;;;;;;;
"2012-09-15 00:00:00";"2012-09-16 00:00:00";;;;;;;;;;;;
"2012-09-16 00:00:00";"2012-09-17 00:00:00";;;;;;;;;;;;
"2012-09-17 00:00:00";"2012-09-18 00:00:00";;;;;;;;;;;;
"2012-09-18 00:00:00";"2012-09-19 00:00:00";;;;;;;;;;;;
"2012-09-19 00:00:00";"2012-09-20 00:00:00";;;;;;;;;;;;
"2012-09-20 00:00:00";"2012-09-21 00:00:00";;;;;;;;;;;;
"2012-09-21 00:00:00";"2012-09-22 00:00:00";;;;;;;;;;;;
"2012-09-22 00:00:00";"2012-09-23 00:00:00";;;;;;;;;;;;
"2012-09-23 00:00:00";"2012-09-24 00:00:00";;;;;;;;;;;;
"2012-09-24 00:00:00";"2012-09-25 00:00:00";;;;;;;;;;;;
"2012-09-25 00:00:00";"2012-09-26 00:00:00";;;;;;;;;;;;
"2012-09-26 00:00:00";"2012-09-27 00:00:00";;;;;;;;;;;;
"2012-09-27 00:00:00";"2012-09-28 00:00:00";;;;;;;;;;;;
"2012-09-28 00:00:00";"2012-09-29 00:00:00";;;;;;;;;;;;
"2012-09-29 00:00:00";"2012-09-30 00:00:00";;;;;;;;;;;;
"2012-09-30 00:00:00";"2012-10-01 00:00:00";;;;;;;;;;;;
"2012-10-01 00:00:00";"2012-10-02 00:00:00";;;;;;;;;;;;
"2012-10-02 00:00:00";"2012-10-03 00:00:00";;;;;;;;;;;;
"2012-10-03 00:00:00";"2012-10-04 00:00:00";;;;;;;;;;;;
"2012-10-04 00:00:00";"2012-10-05 00:00:00";;;;;;;;;;;;
"2012-10-05 00:00:00";"2012-10-06 00:00:00";;;;;;;;;;;;
"2012-10-06 00:00:00";"2012-10-07 00:00:00";;;;;;;;;;;;
"2012-10-07 00:00:00";"2012-10-08 00:00:00";;;;;;;;;;;;
"2012-10-08 00:00:00";"2012-10-09 00:00:00";;;;;;;;;;;;
"2012-10-09 00:00:00";"2012-10-10 00:00:00";;;;;;;;;;;;
"2012-10-10 00:00:00";"2012-10-11 00:00:00";;;;;;;;;;;;
"2012-10-11 00:00:00";"2012-10-12 00:00:00";;;;;;;;;;;;
"2012-10-12 00:00:00";"2012-10-13 00:00:00";;;;;;;;;;;;
"2012-10-13 00:00:00";"2012-10-14 00:00:00";;;;;;;;;;;;
"2012-10-14 00:00:00";"2012-10-15 00:00:00";;;;;;;;;;;;
"2012-10-15 00:00:00";"2012-10-16 00:00:00";;;;;;;;;;;;
"2012-10-16 00:00:00";"2012-10-17 00:00:00";;;;;;;;;;;;
"2012-10-17 00:00:00";"2012-10-18 00:00:00";;;;;;;;;;;;
"2012-10-18 00:00:00";"2012-10-19 00:00:00";;;;;;;;;;;;
"2012-10-19 00:00:00";"2012-10-20 00:00:00";;;;;;;;;;;;
"2012-10-20 00:00:00";"2012-10-21 00:00:00";;;;;;;;;;;;
"2012-10-21 00:00:00";"2012-10-22 00:00:00";;;;;;;;;;;;
"2012-10-22 00:00:00";"2012-10-23 00:00:00";;;;;;;;;;;;
"2012-10-23 00:00:00";"2012-10-24 00:00:00";;;;;;;;;;;;
"2012-10-24 00:00:00";"2012-10-25 00:00:00";;;;;;;;;;;;
"2012-10-25 00:00:00";"2012-10-26 00:00:00";;;;;;;;;;;;
"2012-10-26 00:00:00";"2012-10-27 00:00:00";;;;;;;;;;;;
"2012-10-27 00:00:00";"2012-10-28 00:00:00";;;;;;;;;;;;
"2012-10-28 00:00:00";"2012-10-29 00:00:00";;;;;;;;;;;;
"2012-10-29 00:00:00";"2012-10-30 00:00:00";;;;;;;;;;;;
"2012-10-30 00:00:00";"2012-10-31 00:00:00";;;;;;;;;;;;
"2012-10-31 00:00:00";"2012-11-01 00:00:00";;;;;;;;;;;;
"2012-11-01 00:00:00";"2012-11-02 00:00:00";;;;;;;;;;;;
"2012-11-02 00:00:00";"2012-11-03 00:00:00";;;;;;;;;;;;
"2012-11-03 00:00:00";"2012-11-04 00:00:00";;;;;;;;;;;;
"2012-11-04 00:00:00";"2012-11-05 00:00:00";;;;;;;;;;;;
"2012-11-05 00:00:00";"2012-11-06 00:00:00";;;;;;;;;;;;
"2012-11-06 00:00:00";"2012-11-07 00:00:00";;;;;;;;;;;;
"2012-11-07 00:00:00";"2012-11-08 00:00:00";;;;;;;;;;;;
"2012-11-08 00:00:00";"2012-11-09 00:00:00";;;;;;;;;;;;
"2012-11-09 00:00:00";"2012-11-10 00:00:00";;;;;;;;;;;;
"2012-11-10 00:00:00";"2012-11-11 00:00:00";;;;;;;;;;;;
"2012-11-11 00:00:00";"2012-11-12 00:00:00";;;;;;;;;;;;
"2012-11-12 00:00:00";"2012-11-13 00:00:00";;;;;;;;;;;;
"2012-11-13 00:00:00";"2012-11-14 00:00:00";;;;;;;;;;;;
"2012-11-14 00:00:00";"2012-11-15 00:00:00";;;;;;;;;;;;
"2012-11-15 00:00:00";"2012-11-16 00:00:00";;;;;;;;;;;;
"2012-11-16 00:00:00";"2012-11-17 00:00:00";;;;;;;;;;;;
"2012-11-17 00:00:00";"2012-11-18 00:00:00";;;;;;;;;;;;
"2012-11-18 00:00:00";"2012-11-19 00:00:00";;;;;;;;;;;;
"2012-11-19 00:00:00";"2012-11-20 00:00:00";;;;;;;;;;;;
"2012-11-20 00:00:00";"2012-11-21 00:00:00";;;;;;;;;;;;
"2012-11-21 00:00:00";"2012-11-22 00:00:00";;;;;;;;;;;;
"2012-11-22 00:00:00";"2012-11-23 00:00:00";;;;;;;;;;;;
"2012-11-23 00:00:00";"2012-11-24 00:00:00";;;;;;;;;;;;
"2012-11-24 00:00:00";"2012-11-25 00:00:00";;;;;;;;;;;;
"2012-11-25 00:00:00";"2012-11-26 00:00:00";;;;;;;;;;;;
"2012-11-26 00:00:00";"2012-11-27 00:00:00";;;;;;;;;;;;
"2012-11-27 00:00:00";"2012-11-28 00:00:00";;;;;;;;;;;;
"2012-11-28 00:00:00";"2012-11-29 00:00:00";;;;;;;;;;;;
"2012-11-29 00:00:00";"2012-11-30 00:00:00";;;;;;;;;;;;
"2012-11-30 00:00:00";"2012-12-01 00:00:00";;;;;;;;;;;;
"2012-12-01 00:00:00";"2012-12-02 00:00:00";;;;;;;;;;;;
"2012-12-02 00:00:00";"2012-12-03 00:00:00";;;;;;;;;;;;
"2012-12-03 00:00:00";"2012-12-04 00:00:00";;;;;;;;;;;;
"2012-12-04 00:00:00";"2012-12-05 00:00:00";;;;;;;;;;;;
"2012-12-05 00:00:00";"2012-12-06 00:00:00";;;;;;;;;;;;
"2012-12-06 00:00:00";"2012-12-07 00:00:00";;;;;;;;;;;;
"2012-12-07 00:00:00";"2012-12-08 00:00:00";;;;;;;;;;;;
"2012-12-08 00:00:00";"2012-12-09 00:00:00";;;;;;;;;;;;
"2012-12-09 00:00:00";"2012-12-10 00:00:00";;;;;;;;;;;;
"2012-12-10 00:00:00";"2012-12-11 00:00:00";;;;;;;;;;;;
"2012-12-11 00:00:00";"2012-12-12 00:00:00";;;;;;;;;;;;
"2012-12-12 00:00:00";"2012-12-13 00:00:00";;;;;;;;;;;;
"2012-12-13 00:00:00";"2012-12-14 00:00:00";;;;;;;;;;;;
"2012-12-14 00:00:00";"2012-12-15 00:00:00";;;;;;;;;;;;
"2012-12-15 00:00:00";"2012-12-16 00:00:00";;;;;;;;;;;;
"2012-12-16 00:00:00";"2012-12-17 00:00:00";;;;;;;;;;;;
"2012-12-17 00:00:00";"2012-12-18 00:00:00";;;;;;;;;;;;
"2012-12-18 00:00:00";"2012-12-19 00:00:00";;;;;;;;;;;;
"2012-12-19 00:00:00";"2012-12-20 00:00:00";;;;;;;;;;;;
"2012-12-20 00:00:00";"2012-12-21 00:00:00";;;;;;;;;;;;
"2012-12-21 00:00:00";"2012-12-22 00:00:00";;;;;;;;;;;;
"2012-12-22 00:00:00";"2012-12-23 00:00:00";;;;;;;;;;;;
"2012-12-23 00:00:00";"2012-12-24 00:00:00";;;;;;;;;;;;
"2012-12-24 00:00:00";"2012-12-25 00:00:00";;;;;;;;;;;;
"2012-12-25 00:00:00";"2012-12-26 00:00:00";;;;;;;;;;;;
"2012-12-26 00:00:00";"2012-12-27 00:00:00";;;;;;;;;;;;
"2012-12-27 00:00:00";"2012-12-28 00:00:00";;;;;;;;;;;;
"2012-12-28 00:00:00";"2012-12-29 00:00:00";;;;;;;;;;;;
"2012-12-29 00:00:00";"2012-12-30 00:00:00";;;;;;;;;;;;
"2012-12-30 00:00:00";"2012-12-31 00:00:00";;;;;;;;;;;;
"2012-12-31 00:00:00";"2013-01-01 00:00:00";;;;;;;;;;;;
"2013-01-01 00:00:00";"2013-01-02 00:00:00";;;;;;;;;;;;
"2013-01-02 00:00:00";"2013-01-03 00:00:00";;;;;;;;;;;;
"2013-01-03 00:00:00";"2013-01-04 00:00:00";;;;;;;;;;;;
"2013-01-04 00:00:00";"2013-01-05 00:00:00";;;;;;;;;;;;
"2013-01-05 00:00:00";"2013-01-06 00:00:00";;;;;;;;;;;;
"2013-01-06 00:00:00";"2013-01-07 00:00:00";;;;;;;;;;;;
"2013-01-07 00:00:00";"2013-01-08 00:00:00";;;;;;;;;;;;
"2013-01-08 00:00:00";"2013-01-09 00:00:00";;;;;;;;;;;;
"2013-01-09 00:00:00";"2013-01-10 00:00:00";;;;;;;;;;;;
"2013-01-10 00:00:00";"2013-01-11 00:00:00";;;;;;;;;;;;
"2013-01-11 00:00:00";"2013-01-12 00:00:00";;;;;;;;;;;;
"2013-01-12 00:00:00";"2013-01-13 00:00:00";;;;;;;;;;;;
"2013-01-13 00:00:00";"2013-01-14 00:00:00";;;;;;;;;;;;
"2013-01-14 00:00:00";"2013-01-15 00:00:00";;;;;;;;;;;;
"2013-01-15 00:00:00";"2013-01-16 00:00:00";;;;;;;;;;;;
"2013-01-16 00:00:00";"2013-01-17 00:00:00";;;;;;;;;;;;
"2013-01-17 00:00:00";"2013-01-18 00:00:00";;;;;;;;;;;;
"2013-01-18 00:00:00";"2013-01-19 00:00:00";;;;;;;;;;;;
"2013-01-19 00:00:00";"2013-01-20 00:00:00";;;;;;;;;;;;
"2013-01-20 00:00:00";"2013-01-21 00:00:00";;;;;;;;;;;;
"2013-01-21 00:00:00";"2013-01-22 00:00:00";;;;;;;;;;;;
"2013-01-22 00:00:00";"2013-01-23 00:00:00";;;;;;;;;;;;
"2013-01-23 00:00:00";"2013-01-24 00:00:00";;;;;;;;;;;;
"2013-01-24 00:00:00";"2013-01-25 00:00:00";;;;;;;;;;;;
"2013-01-25 00:00:00";"2013-01-26 00:00:00";;;;;;;;;;;;
"2013-01-26 00:00:00";"2013-01-27 00:00:00";;;;;;;;;;;;
"2013-01-27 00:00:00";"2013-01-28 00:00:00";;;;;;;;;;;;
"2013-01-28 00:00:00";"2013-01-29 00:00:00";;;;;;;;;;;;
"2013-01-29 00:00:00";"2013-01-30 00:00:00";;;;;;;;;;;;
"2013-01-30 00:00:00";"2013-01-31 00:00:00";;;;;;;;;;;;
"2013-01-31 00:00:00";"2013-02-01 00:00:00";;;;;;;;;;;;
"2013-02-01 00:00:00";"2013-02-02 00:00:00";;;;;;;;;;;;
"2013-02-02 00:00:00";"2013-02-03 00:00:00";;;;;;;;;;;;
"2013-02-03 00:00:00";"2013-02-04 00:00:00";;;;;;;;;;;;
"2013-02-04 00:00:00";"2013-02-05 00:00:00";;;;;;;;;;;;
"2013-02-05 00:00:00";"2013-02-06 00:00:00";;;;;;;;;;;;
"2013-02-06 00:00:00";"2013-02-07 00:00:00";;;;;;;;;;;;
"2013-02-07 00:00:00";"2013-02-08 00:00:00";;;;;;;;;;;;
"2013-02-08 00:00:00";"2013-02-09 00:00:00";;;;;;;;;;;;
"2013-02-09 00:00:00";"2013-02-10 00:00:00";;;;;;;;;;;;
"2013-02-10 00:00:00";"2013-02-11 00:00:00";;;;;;;;;;;;
"2013-02-11 00:00:00";"2013-02-12 00:00:00";;;;;;;;;;;;
"2013-02-12 00:00:00";"2013-02-13 00:00:00";;;;;;;;;;;;
"2013-02-13 00:00:00";"2013-02-14 00:00:00";;;;;;;;;;;;
"2013-02-14 00:00:00";"2013-02-15 00:00:00";;;;;;;;;;;;
"2013-02-15 00:00:00";"2013-02-16 00:00:00";;;;;;;;;;;;
"2013-02-16 00:00:00";"2013-02-17 00:00:00";;;;;;;;;;;;
"2013-02-17 00:00:00";"2013-02-18 00:00:00";;;;;;;;;;;;
"2013-02-18 00:00:00";"2013-02-19 00:00:00";;;;;;;;;;;;
"2013-02-19 00:00:00";"2013-02-20 00:00:00";;;;;;;;;;;;
"2013-02-20 00:00:00";"2013-02-21 00:00:00";72.25484;8.85089;50;88;18.88935;2.87469;14.1;25.8;15.31;1.43976;12.8;18.9
"2013-02-21 00:00:00";"2013-02-22 00:00:00";;;;;;;;;;;;
"2013-02-22 00:00:00";"2013-02-23 00:00:00";;;;;;;;;;;;
"2013-02-23 00:00:00";"2013-02-24 00:00:00";58.94017;4.8097;49;70;23.23504;1.77376;20.5;27;17.28632;0.94316;14.8;19.5
"2013-02-24 00:00:00";"2013-02-25 00:00:00";80;12.07425;59;96;15.32025;3.70088;9.5;21.2;12.924;2.10756;9.1;16.5
"2013-02-25 00:00:00";"2013-02-26 00:00:00";73.38103;11.46118;56;93;16.47527;4.07677;8.9;23;13.17076;2.45659;8;17.2
"2013-02-26 00:00:00";"2013-02-27 00:00:00";81.26714;15.64969;49;97;12.46344;7.27267;4;26.1;10.11845;5.08732;3.6;19.1
"2013-02-27 00:00:00";"2013-02-28 00:00:00";81.45531;13.13108;53;96;14.19385;5.16805;7.3;25.7;11.94944;3.34074;6.9;19.1
"2013-02-28 00:00:00";"2013-03-01 00:00:00";84.42718;12.2605;54;98;14.28397;3.78496;9.3;24.9;12.44474;2.13741;8.8;18.8
"2013-03-01 00:00:00";"2013-03-02 00:00:00";83.83104;11.3315;57;96;14.25083;3.5757;9.9;23.6;12.38173;2.07365;9.5;17.6
"2013-03-02 00:00:00";"2013-03-03 00:00:00";82.84895;14.44646;48;97;13.21469;5.80679;5.5;26.8;11.1186;3.88347;5.2;19.1
"2013-03-03 00:00:00";"2013-03-04 00:00:00";81.61951;16.04702;50;97;12.55868;5.38202;5.5;22.5;10.33756;3.29759;5.2;16.8
"2013-03-04 00:00:00";"2013-03-05 00:00:00";87.30299;8.95964;59;96;12.83229;3.42295;8.8;24.1;11.45441;2.27337;8.4;18.5
"2013-03-05 00:00:00";"2013-03-06 00:00:00";;;;;;;;;;;;
"2013-03-06 00:00:00";"2013-03-07 00:00:00";;;;;;;;;;;;
"2013-03-07 00:00:00";"2013-03-08 00:00:00";71.86647;15.80134;44;95;19.48338;4.98414;10.6;26.3;15.56825;2.6668;10.1;20
"2013-03-08 00:00:00";"2013-03-09 00:00:00";83.89059;15.82946;46;97;13.64151;5.99204;7.3;28.2;11.59315;3.63008;7;20
"2013-03-09 00:00:00";"2013-03-10 00:00:00";;;;;;;;;;;;
"2013-03-10 00:00:00";"2013-03-11 00:00:00";;;;;;;;;;;;
"2013-03-11 00:00:00";"2013-03-12 00:00:00";86.87791;6.10729;61;95;13.7875;2.96408;9.9;25.2;12.37006;2.15196;9.4;19.4
"2013-03-12 00:00:00";"2013-03-13 00:00:00";85.59484;11.39562;54;97;14.10335;4.58731;7.4;24.4;12.41137;3.15853;7.1;18.9
"2013-03-13 00:00:00";"2013-03-14 00:00:00";86.86801;12.21984;55;96;14.81127;5.42462;8.9;27.9;13.17745;3.61674;8.4;21.6
"2013-03-14 00:00:00";"2013-03-15 00:00:00";81.55935;12.55807;56;98;16.03318;5.93071;6.9;26;13.69514;4.18551;6.7;20.2
"2013-03-15 00:00:00";"2013-03-16 00:00:00";82.19623;2.43077;76;88;17.55698;0.57189;15.4;18.8;15.48113;0.54185;14.1;16.6
"2013-03-16 00:00:00";"2013-03-17 00:00:00";;;;;;;;;;;;
"2013-03-17 00:00:00";"2013-03-18 00:00:00";;;;;;;;;;;;
"2013-03-18 00:00:00";"2013-03-19 00:00:00";84.14839;11.25641;56;97;17.20033;4.25895;12.3;26.2;15.18815;2.68556;11.6;20
"2013-03-19 00:00:00";"2013-03-20 00:00:00";87.98053;10.66866;60;100;15.45021;4.55597;10.2;28.9;13.9767;3.08147;9.9;22.9
"2013-03-20 00:00:00";"2013-03-21 00:00:00";82.83894;14.91129;50;98;16.12633;5.9943;9.3;30.2;13.85483;3.66258;9;22.1
"2013-03-21 00:00:00";"2013-03-22 00:00:00";89.0535;10.36686;58;97;13.86365;3.68227;10.6;26.3;12.60809;2.26229;10.2;20.4
"2013-03-22 00:00:00";"2013-03-23 00:00:00";87.23158;11.58746;55;100;14.67684;4.20744;9.9;25;13.14772;2.64247;9.5;20.2
"2013-03-23 00:00:00";"2013-03-24 00:00:00";86.84342;11.99186;55;97;13.27936;5.02445;7.6;24.2;11.72705;3.3882;7.3;18.8
"2013-03-24 00:00:00";"2013-03-25 00:00:00";83.02439;13.30437;53;97;13.99861;5.47371;5.5;23.9;11.93519;3.7382;5.2;18.9
"2013-03-25 00:00:00";"2013-03-26 00:00:00";84.04167;13.7928;53;96;15.29028;6.15136;7.2;27.6;13.23646;4.21746;6.9;21.8
